,url,time
457,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),5.894129
458,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),5.18192
459,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),6.063464
460,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),5.688542
461,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),5.740197
462,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),4.965444
463,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),7.024454
464,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),4.993782
465,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),5.822136
466,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),7.08227
